image_path,label
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\cfc8ff1c-5abb-41ef-adf9-c7b1a20d5e67___Com.G_SpM_FL 8743.JPG,5
dataset/tomato\Tomato___healthy\9c3ad610-7677-4f3c-9646-88069e0c61cb___GH_HL Leaf 449.2.JPG,9
dataset/tomato\Tomato___Target_Spot\2696085e-81f7-41d9-a9a3-1780938f0e87___Com.G_TgS_FL 0994.JPG,6
dataset/tomato\Tomato___Tomato_mosaic_virus\b32647fc-d502-4bb4-99f6-3003874daee4___PSU_CG 2246.JPG,8
dataset/tomato\Tomato___Bacterial_spot\a0fb8315-0051-4631-bcc7-2ef60e9d63c8___GCREC_Bact.Sp 6114.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bdc36d59-1287-40e3-8976-a67dca9480c2___YLCV_NREC 2374.JPG,7
dataset/tomato\Tomato___Late_blight\a58d9924-0f70-44f3-ac76-1c2d7fc238e1___RS_Late.B 5086.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\42eb6375-c2bd-437b-8390-d22411cf58b2___UF.GRC_YLCV_Lab 01674.JPG,7
dataset/tomato\Tomato___healthy\8e6025ac-c6d3-412a-9fec-946247f6ca08___GH_HL Leaf 461.3.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\6e585c69-cde5-4a6c-ac40-24951f72e16a___Keller.St_CG 1964.JPG,4
dataset/tomato\Tomato___Septoria_leaf_spot\a0268a59-6f6e-4f65-973a-a282a1d078fd___Matt.S_CG 0972.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\08a52166-1435-4602-9d59-5dc6ef93c549___YLCV_NREC 0224.JPG,7
dataset/tomato\Tomato___Leaf_Mold\6e7e78fc-dc40-4175-9513-272ab0d98d01___Crnl_L.Mold 9007.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2cb4560-81ab-41ba-bb67-2f26b438f31e___YLCV_NREC 2329.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\08f0fd0e-d4b1-400d-9df1-2d61d24c95f0___Com.G_SpM_FL 9397.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1bff0039-09f4-4616-8c63-52021eef2533___YLCV_GCREC 2091.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\98948e7a-782c-414a-aae4-e717f918ed03___YLCV_GCREC 2848.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\55379c2c-3db8-4083-92de-c5dfc44f2a28___UF.GRC_YLCV_Lab 02389.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\21c4d748-4123-48be-b87f-45c75035ccb8___YLCV_GCREC 2859.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\2bc44ebe-0c50-4e13-b174-c7af34098ed9___Com.G_SpM_FL 9399.JPG,5
dataset/tomato\Tomato___Target_Spot\c1ce6483-52a4-4264-939e-2cc80a041c84___Com.G_TgS_FL 9800.JPG,6
dataset/tomato\Tomato___Septoria_leaf_spot\bb6b5c50-b6f2-47f4-befb-9c2f31a4f164___Matt.S_CG 7483.JPG,4
dataset/tomato\Tomato___Bacterial_spot\0f80595f-b712-4028-b7db-7627322ce019___GCREC_Bact.Sp 5712.JPG,0
dataset/tomato\Tomato___healthy\648594b0-d275-4e4c-8872-5136e01658c2___GH_HL Leaf 183.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\b7534867-a544-48de-a419-32b315e3b5d2___Matt.S_CG 7584.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6d188193-8718-4851-883e-ab94593fbe40___UF.GRC_YLCV_Lab 01583.JPG,7
dataset/tomato\Tomato___Bacterial_spot\eef753ba-cf26-427c-90f7-1ec9daf6afe8___GCREC_Bact.Sp 3383.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6460b53e-5314-47ec-83ca-7dbd4fa50290___UF.GRC_YLCV_Lab 03276.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bf15138a-9e8b-4742-8a0b-ac3e754ace8e___UF.GRC_YLCV_Lab 01518.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\04c4e77c-7346-4f27-ac7b-48273cbfb965___UF.GRC_YLCV_Lab 03292.JPG,7
dataset/tomato\Tomato___healthy\4af641e9-7960-4c73-a32c-6373d1f341d0___GH_HL Leaf 489.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\06843421-6362-4733-8bbc-aec499a1a452___YLCV_GCREC 2757.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\5a5afa95-1fb6-477e-a24c-a6fe1cac644f___Com.G_SpM_FL 9282.JPG,5
dataset/tomato\Tomato___Bacterial_spot\da1c5c94-2f61-4f4e-b773-f7e421d46b34___GCREC_Bact.Sp 3752.JPG,0
dataset/tomato\Tomato___Bacterial_spot\50affc63-4d3e-4eb4-ad9c-4f9b7311e989___GCREC_Bact.Sp 3035.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\fc5d2094-6116-423e-9d2a-a0cc1c7b19af___Matt.S_CG 2529.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9ee6c0b2-37ba-4559-b597-c1cce9f2a201___YLCV_NREC 0299.JPG,7
dataset/tomato\Tomato___Early_blight\7c4ba770-64bf-4cd5-82ea-c5e2a16d81f3___RS_Erly.B 9556.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2c8b2d0d-2948-463d-ad63-e0805e1e2c9d___YLCV_GCREC 5443.JPG,7
dataset/tomato\Tomato___Leaf_Mold\b5bff13f-7b25-4725-af06-11769005cda1___Crnl_L.Mold 8930.JPG,3
dataset/tomato\Tomato___Bacterial_spot\90550e5f-503e-454c-a312-06f864ff0dbb___GCREC_Bact.Sp 3352.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\e9b4f610-ede6-4f4e-a604-b0c8bd1ce4cd___Com.G_SpM_FL 9281.JPG,5
dataset/tomato\Tomato___Leaf_Mold\74cdebf6-7aa9-40a1-bca2-d4dc28bc5b1f___Crnl_L.Mold 8724.JPG,3
dataset/tomato\Tomato___Bacterial_spot\8282af2e-63e1-4522-afed-d9a5210d30ec___GCREC_Bact.Sp 5898.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\7ace174c-153c-42d2-9b51-212f42774d9d___Matt.S_CG 0898.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b90f048d-8738-4c95-8b51-4a300acb431a___YLCV_GCREC 2614.JPG,7
dataset/tomato\Tomato___Late_blight\4fc2334d-be0a-45f9-970d-be7a0f6a6c2a___RS_Late.B 6268.JPG,2
dataset/tomato\Tomato___Bacterial_spot\d9583f61-d03e-4c4f-a86c-125751b37324___GCREC_Bact.Sp 6376.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\e1597efb-3040-427b-8b1c-5522b57042d9___Com.G_SpM_FL 1163.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3525a108-db83-4b4b-805c-57c4981ab941___YLCV_GCREC 2045.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0b458337-20be-4c8d-ae8d-184cd60ee8c1___UF.GRC_YLCV_Lab 01311.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\190aa5ac-cb64-4429-bb9b-b0be51e785f9___YLCV_GCREC 1986.JPG,7
dataset/tomato\Tomato___Bacterial_spot\86f8c248-65a7-49a5-9374-9710a7082005___GCREC_Bact.Sp 5634.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f4fc01a1-f0d7-46cb-9007-14b983c91d40___UF.GRC_YLCV_Lab 02165.JPG,7
dataset/tomato\Tomato___healthy\92c06519-cec4-4091-9ae1-5ea8b56c89cd___GH_HL Leaf 525.JPG,9
dataset/tomato\Tomato___healthy\729ddd12-6c56-4f8d-bf95-ce3a066c9f29___GH_HL Leaf 188.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\105dcde5-c1d3-4abb-87b0-088d78b02bd7___YLCV_GCREC 2584.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\9bfa2e5e-1457-49c6-96db-cc6b4a5f4d74___Matt.S_CG 7457.JPG,4
dataset/tomato\Tomato___Tomato_mosaic_virus\d398ca36-5b67-4690-a2d2-53380e63c4bb___PSU_CG 2085.JPG,8
dataset/tomato\Tomato___Early_blight\8597694d-3162-40ab-9f5b-e8c7cf03e045___RS_Erly.B 9485.JPG,1
dataset/tomato\Tomato___Bacterial_spot\cc2e453a-3331-4385-baab-e0935661bba4___GCREC_Bact.Sp 3590.JPG,0
dataset/tomato\Tomato___Bacterial_spot\7b729ecb-5dce-4b92-afa0-4dce3ae45b10___UF.GRC_BS_Lab Leaf 0340.JPG,0
dataset/tomato\Tomato___Late_blight\9751ae34-d376-465d-9fce-ddb75caf98d2___GHLB2 Leaf 8781.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3deb0fc7-a6f8-4457-a032-0dcfa549522b___UF.GRC_YLCV_Lab 02188.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\16d4c4ec-274a-4b5e-bfa3-6a40f90b46da___Com.G_SpM_FL 9465.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4512698b-9655-41dc-a398-3e133aea517e___UF.GRC_YLCV_Lab 01576.JPG,7
dataset/tomato\Tomato___Leaf_Mold\d9fdbaad-4cf2-4214-bd39-5f640f517260___Crnl_L.Mold 7051.JPG,3
dataset/tomato\Tomato___Bacterial_spot\0d227915-443b-402c-8a25-cc43434c4bb0___GCREC_Bact.Sp 5913.JPG,0
dataset/tomato\Tomato___healthy\ec768816-02c1-4726-9374-b6d0ccec49d2___RS_HL 0114.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ecd0a945-c9a3-457c-9884-e3693c043168___YLCV_GCREC 2830.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\dbb110c0-82c7-45ae-a232-f67a5365506a___YLCV_NREC 2498.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\e5515850-5866-4ba5-a049-347b14d0bc4f___Com.G_SpM_FL 8844.JPG,5
dataset/tomato\Tomato___Bacterial_spot\79e4404c-59ae-4ea9-9655-9e942ab9d72c___GCREC_Bact.Sp 6060.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\39543d85-1d1d-46a7-8f5e-558dab77f7f6___UF.GRC_YLCV_Lab 01450.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f77be740-83d8-4c10-a29c-0277a12ef23c___YLCV_GCREC 2098.JPG,7
dataset/tomato\Tomato___Bacterial_spot\f04fd2e9-8aef-423f-8c47-42e179092bad___GCREC_Bact.Sp 3679.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1622f25f-5dfe-4fc1-ad11-b0bf3effbd68___UF.GRC_YLCV_Lab 02392.JPG,7
dataset/tomato\Tomato___Bacterial_spot\33e336e9-fcd0-4e9c-a0c1-8a313c3ef1f3___UF.GRC_BS_Lab Leaf 0367.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2fa52c3d-27a9-44bc-b131-8250a6de5966___YLCV_GCREC 5324.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f8450125-610c-4bb2-a6e5-0772951312ca___Com.G_SpM_FL 9489.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8eed63aa-e93f-4905-8278-ef9233ca8382___UF.GRC_YLCV_Lab 01465.JPG,7
dataset/tomato\Tomato___healthy\9582a64b-e8a3-476f-9127-af5b45b0d833___RS_HL 0121.JPG,9
dataset/tomato\Tomato___Target_Spot\e9e2afc6-6e16-4e16-8592-1023163a97a1___Com.G_TgS_FL 9785.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\20b4f4b2-8416-4695-8084-11b0263554e1___YLCV_GCREC 2642.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\905add43-a0f6-4dbb-a78b-d613c2e178e1___Com.G_SpM_FL 1584.JPG,5
dataset/tomato\Tomato___Early_blight\fe167aa5-089e-4295-ad85-071819b7b692___RS_Erly.B 9403.JPG,1
dataset/tomato\Tomato___healthy\5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d6a4fdb3-0d01-4b9f-9499-e2cc30d8f0ae___UF.GRC_YLCV_Lab 02378.JPG,7
dataset/tomato\Tomato___healthy\e1d129fb-f5ae-41e1-b097-445d792e4beb___RS_HL 0473.JPG,9
dataset/tomato\Tomato___Bacterial_spot\2f75f735-41de-445a-812c-72700ec68121___GCREC_Bact.Sp 5881.JPG,0
dataset/tomato\Tomato___healthy\92482fe8-95b5-48b9-b32e-eadc3ab6ac59___RS_HL 9901.JPG,9
dataset/tomato\Tomato___Target_Spot\f8d791bc-1b26-40e5-ad02-c45ed79aa128___Com.G_TgS_FL 9928.JPG,6
dataset/tomato\Tomato___Septoria_leaf_spot\fcf78048-c241-4211-b63c-737d5d9f24b9___Keller.St_CG 1774.JPG,4
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\cbe7150c-300c-4dd1-baae-8e4f1f51d242___Com.G_SpM_FL 8801.JPG,5
dataset/tomato\Tomato___Leaf_Mold\cb31d287-ef55-42a7-9ebe-df5796ad7d41___Crnl_L.Mold 9060.JPG,3
dataset/tomato\Tomato___healthy\5418b9ca-804d-4219-8272-805c0d78c28b___GH_HL Leaf 404.1.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e669346b-90a1-4a43-b436-48c8d03d37a4___UF.GRC_YLCV_Lab 02300.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8a978fac-e243-47d0-8d41-5de481bae7ab___UF.GRC_YLCV_Lab 09395.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d9bbcc98-5cb3-4f63-a799-9f53f71fe320___YLCV_NREC 2907.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a9c30850-8986-4594-b013-0ce9fe80bc9f___UF.GRC_YLCV_Lab 01423.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\c6cdcab7-12bb-48e1-9434-377ef63eb24f___JR_Sept.L.S 8446.JPG,4
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\23e686ff-5f19-4bda-a1f5-b66aa15b48ad___Com.G_SpM_FL 1773.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9abc5afe-f6bd-4c9e-9670-7722d167da78___YLCV_GCREC 2213.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bcb6edf4-271f-4b6c-bdc9-c68c1f63795f___UF.GRC_YLCV_Lab 01965.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9134190f-d2ea-4c0a-bb8e-7fb8e183133e___YLCV_GCREC 5408.JPG,7
dataset/tomato\Tomato___Leaf_Mold\526cef23-88d8-4dd8-8ff4-eed6e98ac7d4___Crnl_L.Mold 6856.JPG,3
dataset/tomato\Tomato___Leaf_Mold\08cdd6ec-9dd7-4fc2-a255-11a70adaffd4___Crnl_L.Mold 9177.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\375cd208-1f22-49ff-84c9-b256bf8b9392___YLCV_NREC 0215.JPG,7
dataset/tomato\Tomato___Bacterial_spot\f3590208-3be1-4b32-accd-464e58950119___GCREC_Bact.Sp 3481.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f718db12-7a16-437d-905c-f804e21383c8___Com.G_SpM_FL 1353.JPG,5
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\e136c0bb-0587-431b-b412-0abe8eea294a___Com.G_SpM_FL 8919.JPG,5
dataset/tomato\Tomato___Late_blight\a87b8e0c-2279-4cf7-85a4-0fba63130902___RS_Late.B 5323.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\735e9f69-de24-496f-89cf-e059bc908c3d___YLCV_NREC 0104.JPG,7
dataset/tomato\Tomato___Early_blight\2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2dfa5a01-658b-4876-a02e-31cec4378f9c___UF.GRC_YLCV_Lab 01339.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\55e6db49-3ee0-48b5-b160-972044667ccc___YLCV_GCREC 2819.JPG,7
dataset/tomato\Tomato___Bacterial_spot\ceecc090-5ec1-4a73-b628-7d8bcfc55f45___GCREC_Bact.Sp 6354.JPG,0
dataset/tomato\Tomato___Early_blight\676eb874-87e8-4f5d-bd38-013799c31996___RS_Erly.B 6458.JPG,1
dataset/tomato\Tomato___healthy\afb36858-a9e4-45d0-8b7a-2e4a8e8bf72c___RS_HL 0286.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\45d34d4b-b4b2-4bfb-825a-28aa457655de___Matt.S_CG 2745.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6c0da973-414f-473f-8cb4-f280b39abb74___UF.GRC_YLCV_Lab 08524.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\864c03ea-6a1f-4453-a4f9-99f3e1dde04c___YLCV_GCREC 2939.JPG,7
dataset/tomato\Tomato___Bacterial_spot\f790b5c0-15b7-4adc-916f-fd4add9a72dd___GCREC_Bact.Sp 3128.JPG,0
dataset/tomato\Tomato___Late_blight\6f6d2197-8756-4771-ac32-61bd0bc31aa0___GHLB2 Leaf 9074.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\74d8054e-3b06-4410-a867-25a32a4672a9___YLCV_GCREC 2371.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6e6938d9-1ab0-4728-993c-1069b66ce73b___UF.GRC_YLCV_Lab 02727.JPG,7
dataset/tomato\Tomato___Target_Spot\1a94e7be-a54f-42e2-ac9c-7242ea9d0fb0___Com.G_TgS_FL 9852.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ca5d6dc5-a863-43fb-a369-8ce1b36b7641___UF.GRC_YLCV_Lab 03310.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ab2c64c0-251e-43ac-8468-58684c97391d___YLCV_NREC 2039.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\8844989d-d8df-4271-8794-3e0ac27c7aca___JR_Sept.L.S 8348.JPG,4
dataset/tomato\Tomato___Late_blight\024dc5bb-7990-4256-b2b4-a8495b71cbd4___RS_Late.B 6064.JPG,2
dataset/tomato\Tomato___Leaf_Mold\0741bcde-474a-4b81-b6d5-217ab4f7d0e9___Crnl_L.Mold 6660.JPG,3
dataset/tomato\Tomato___Septoria_leaf_spot\44bd40a3-c64b-45c5-b0e1-3b3ad132daa5___Matt.S_CG 2454.JPG,4
dataset/tomato\Tomato___Target_Spot\f38d76b6-d04d-4af8-8550-314f5640c734___Com.G_TgS_FL 9765.JPG,6
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\1ea67ad6-cd45-45f3-a5a0-30474042f0fc___Com.G_SpM_FL 9389.JPG,5
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\159ef3ee-ef23-4df6-b3bc-a7a8bc01aaa0___Com.G_SpM_FL 8921.JPG,5
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\c5b6b543-1fe9-4607-94c2-3342dcc92043___Com.G_SpM_FL 1289.JPG,5
dataset/tomato\Tomato___Bacterial_spot\5317478a-63d0-4ba5-a23d-983e9bbf2635___GCREC_Bact.Sp 6369.JPG,0
dataset/tomato\Tomato___Bacterial_spot\2dd3b6ae-0ddc-4319-8c69-c10adadd038d___GCREC_Bact.Sp 5958.JPG,0
dataset/tomato\Tomato___Target_Spot\994414de-c6a6-4d55-8a61-eb0cd8d930c0___Com.G_TgS_FL 8367.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4477a30e-5e5a-4de5-a405-f5e1ce9a0e36___YLCV_NREC 2795.JPG,7
dataset/tomato\Tomato___Bacterial_spot\a3666572-94a1-4cc7-8caa-f7e43a1d64a4___GCREC_Bact.Sp 5909.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\11030437-942c-4cb4-a40e-b35236778a4b___UF.GRC_YLCV_Lab 02923.JPG,7
dataset/tomato\Tomato___Target_Spot\62009ea1-a36b-455f-84e0-f60e424d3c05___Com.G_TgS_FL 9924.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\df852766-76dd-4029-be71-d3960bc234ec___YLCV_GCREC 2537.JPG,7
dataset/tomato\Tomato___Late_blight\d55910c3-3530-4bde-94a7-6748f5fadfb4___RS_Late.B 7161.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a2ad6569-4873-4272-8e53-4e98d949d9e0___YLCV_GCREC 5363.JPG,7
dataset/tomato\Tomato___Late_blight\8243854c-24f1-49e5-b568-819ae3867a8c___RS_Late.B 7143.JPG,2
dataset/tomato\Tomato___Bacterial_spot\45b562f0-a975-4c93-a705-699d7cc977bc___GCREC_Bact.Sp 5733.JPG,0
dataset/tomato\Tomato___Target_Spot\f5cd5835-88bb-40e0-bfc5-920ba1f65674___Com.G_TgS_FL 8350.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9b818d21-757c-4d53-8b71-63a8732d932d___UF.GRC_YLCV_Lab 02905.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f59fd2ad-4d7f-4527-9db1-7e07cc1f60e4___UF.GRC_YLCV_Lab 02105.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\27616b26-feaf-41dd-8e23-b0c493c7a2fa___Com.G_SpM_FL 8748.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0273f811-11bf-4fc3-b8b1-fe33ac4b3692___UF.GRC_YLCV_Lab 03226.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6e0e10b3-69f0-404e-839d-03213389aab0___UF.GRC_YLCV_Lab 01919.JPG,7
dataset/tomato\Tomato___Bacterial_spot\483801eb-a0b8-4675-a731-40d6204ecbae___GCREC_Bact.Sp 5777.JPG,0
dataset/tomato\Tomato___Leaf_Mold\b394a386-09e3-4dc9-b1cb-debf575963e6___Crnl_L.Mold 8908.JPG,3
dataset/tomato\Tomato___Bacterial_spot\b8223dd9-c0f5-4e25-8057-1b0bbce7517f___GCREC_Bact.Sp 3402.JPG,0
dataset/tomato\Tomato___Bacterial_spot\45fdc702-5ea8-43a9-acad-2bd8d3fe5c55___GCREC_Bact.Sp 3636.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f06eea4b-6edd-410c-be9d-fa7373fb1cde___YLCV_NREC 2762.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\695e2809-20ee-462e-ad6f-2ee6f8704c2a___Com.G_SpM_FL 8531.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\304fafa6-64d2-4adf-b5fb-3db27e7f5c48___UF.GRC_YLCV_Lab 01284.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\65f3b055-4ac0-467c-85c4-e77d01c12763___YLCV_GCREC 2374.JPG,7
dataset/tomato\Tomato___Early_blight\ca408b6b-bc8b-45a0-a04e-f0341169524c___RS_Erly.B 7640.JPG,1
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\0cee18fc-bbbd-40dd-8d73-93df072c09ea___Com.G_SpM_FL 8904.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\51707f7d-47d6-492f-97f0-3446061ae95f___YLCV_NREC 2314.JPG,7
dataset/tomato\Tomato___healthy\66534b5a-a6b7-46bb-bc09-a6bba9d9a61a___GH_HL Leaf 225.2.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\09033832-a345-408c-823e-a4081d7fbbf4___JR_Sept.L.S 8523.JPG,4
dataset/tomato\Tomato___healthy\82a343d3-1a57-4190-b0d7-8e8c88e832a7___GH_HL Leaf 306.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8bd55b06-6ef9-44eb-94c3-99e679e6021b___UF.GRC_YLCV_Lab 02659.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\07679a50-9d8d-4612-80f4-464785781d56___JR_Sept.L.S 2727.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f7ddffe4-6009-4c68-ba10-a2134e1416dc___YLCV_GCREC 5444.JPG,7
dataset/tomato\Tomato___Late_blight\cf724383-bfe7-454a-9f22-bb59072d56ae___RS_Late.B 5442.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8d05fa5d-fbc3-4eb9-b56a-f0e0fea7266d___YLCV_NREC 0221.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1559bd4d-251e-4568-9e25-08c1e8fa3674___YLCV_NREC 2384.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\c7a53353-a534-4dfc-b2d6-72782b34c294___JR_Sept.L.S 8385.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\48a15f21-18a7-4882-ad1c-835141157e6d___UF.GRC_YLCV_Lab 03040.JPG,7
dataset/tomato\Tomato___Late_blight\93c80433-e24f-4b39-9f44-10141243b588___GHLB2 Leaf 8940.JPG,2
dataset/tomato\Tomato___Tomato_mosaic_virus\1349c403-c930-42be-9bfd-39a099c66f4a___PSU_CG 2328.JPG,8
dataset/tomato\Tomato___Late_blight\8217ab61-6b5f-4874-8046-d801d40cff3d___RS_Late.B 6089.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bdba7a1e-06b5-4617-a43c-2c723a485319___YLCV_NREC 2068.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\7253b930-9220-41ba-a744-076bc489cbd4___Com.G_SpM_FL 8867.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\db3e7eb6-5ccf-450b-8a07-e8be07ac833f___YLCV_GCREC 5229.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\de18b33c-5efe-4b8f-89f0-d7a280898cfe___UF.GRC_YLCV_Lab 02121.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\59ed20ab-2c59-41bb-a265-87e854ef93f5___JR_Sept.L.S 8500.JPG,4
